time,signal
0.9450000000000001,-2.9389262614623703
0.9500000000000001,1.22588476042053e-14
0.9550000000000001,2.93892626146239
0.96,4.75528258147576
0.965,4.755282581475791
0.97,2.9389262614624134
0.975,4.164418097737589e-14
0.98,-2.9389262614623464
0.985,-4.755282581475766
0.99,-4.755282581475787
0.995,-2.9389262614623997
